fecha_venta,ven_id,anio,mes,dia_semana,prod_id,prod_nom,categoria,precio_venta,ven_cantidad,ven_descuento,ven_precio_unitario,ingreso_neto,suc_id,sucursal,usu_id,vendedor,cli_id,cliente,stock_actual,valor_stock_pendiente,utilidad_acumulada,ingreso_calculado,pct_descuento,tiene_descuento,precio_unitario_calc,es_fin_de_semana,semana_ano,mes_ano,ventas_acum_prod,ingresos_acum_prod,precio_promedio_prod,rolling_7d_cantidad,rolling_30d_cantidad,ratio_valor_stock,ratio_utilidad,top10_por_ingreso
2024-01-10,125372,2024,1,Wednesday,6,(6) TORNILLO 2 1/2 CAJA 100,TORNILLOS,3500.0,746.0,0.0,3513.67,3107795.63,1,Casa Matriz,2,Vendedor2,1,Cliente Estandar,4.0,11764.0,11764.0,3107795.63,-0.19027025277671386,False,4165.945884718499,False,2,2024-01,746.0,3107795.63,3500.0,746.0,746.0,0.8402857142856542,0.999999999999915,False
2024-01-10,161475,2024,1,Wednesday,6,(6) TORNILLO 2 1/2 CAJA 100,TORNILLOS,3500.0,796.0,0.0,3507.4,2980252.43,1,Casa Matriz,2,Vendedor2,1,Cliente Estandar,4.0,11764.0,11764.0,2980252.43,-0.06972449030868635,False,3744.0357160804024,False,2,2024-01,1542.0,6088048.0600000005,3500.0,1542.0,1542.0,0.8402857142856542,0.999999999999915,False
2024-01-10,53166,2024,1,Wednesday,6,(6) TORNILLO 2 1/2 CAJA 100,TORNILLOS,3500.0,743.0,0.0,3454.53,2717516.63,1,Casa Matriz,2,Vendedor2,1,Cliente Estandar,4.0,11764.0,11764.0,2717516.63,-0.04499774274178038,False,3657.492099596231,False,2,2024-01,2285.0,8805564.69,3500.0,2285.0,2285.0,0.8402857142856542,0.999999999999915,False
2024-01-10,89269,2024,1,Wednesday,6,(6) TORNILLO 2 1/2 CAJA 100,TORNILLOS,3500.0,882.0,0.0,3429.87,2830884.06,1,Casa Matriz,2,Vendedor1,1,Cliente Estandar,4.0,11764.0,11764.0,2830884.06,0.08296596695821183,True,3209.6191156462587,False,2,2024-01,3167.0,11636448.75,3500.0,3167.0,3167.0,0.8402857142856542,0.999999999999915,False
2025-10-04,17063,2025,10,Saturday,6,(6) TORNILLO 2 1/2 CAJA 100,TORNILLOS,3500.0,808.0,0.0,3500.0,2826396.0,1,Casa Matriz,2,Vendedor1,1,Cliente Estandar,4.0,11764.0,11764.0,2826396.0,0.0005671852899575672,True,3498.0148514851485,True,40,2025-10,3975.0,14462844.75,3500.0,808.0,808.0,0.8402857142856542,0.999999999999915,False
2024-01-10,126118,2024,1,Wednesday,17,2. TEFLON AGUA 1/2,FERRETERIA,650.0,25.0,0.0,638.3,14509.07,2,Psj. Alfonso,3,Vendedor1,1,Cliente Estandar,0.0,0.0,0.0,14509.07,0.10713415384615387,True,580.3628,False,2,2024-01,25.0,14509.07,650.0,25.0,25.0,0.0,0.0,False
2024-01-10,126563,2024,1,Wednesday,17,2. TEFLON AGUA 1/2,FERRETERIA,650.0,16.0,0.0,658.69,10182.3,1,Casa Matriz,2,Vendedor1,1,Cliente Estandar,9.0,4915.0,4915.0,10182.3,0.020932692307692378,True,636.39375,False,2,2024-01,41.0,24691.37,650.0,41.0,41.0,0.8401709401707965,0.9999999999997965,False
2024-01-10,126487,2024,1,Wednesday,17,2. TEFLON AGUA 1/2,FERRETERIA,650.0,18.0,0.0,632.7,12439.99,1,Casa Matriz,2,Vendedor1,1,Cliente Estandar,9.0,4915.0,4915.0,12439.99,-0.06324700854700853,False,691.1105555555555,False,2,2024-01,59.0,37131.36,650.0,59.0,59.0,0.8401709401707965,0.9999999999997965,False
2024-01-10,125739,2024,1,Wednesday,17,2. TEFLON AGUA 1/2,FERRETERIA,650.0,74.0,0.0,656.2,41539.54,1,Casa Matriz,2,Vendedor1,1,Cliente Estandar,9.0,4915.0,4915.0,41539.54,0.13639209979209976,True,561.3451351351351,False,2,2024-01,215.0,131218.13,650.0,215.0,215.0,0.8401709401707965,0.9999999999997965,False
2024-01-10,122885,2024,1,Wednesday,17,2. TEFLON AGUA 1/2,FERRETERIA,650.0,41.0,0.0,666.91,23882.53,1,Casa Matriz,2,Vendedor1,1,Cliente Estandar,9.0,4915.0,4915.0,23882.53,0.10384502814258917,True,582.5007317073171,False,2,2024-01,285.0,174488.37,650.0,285.0,285.0,0.8401709401707965,0.9999999999997965,False
2024-01-10,121839,2024,1,Wednesday,17,2. TEFLON AGUA 1/2,FERRETERIA,650.0,63.0,0.0,660.19,46993.9,1,Casa Matriz,2,Vendedor2,1,Cliente Estandar,9.0,4915.0,4915.0,46993.9,-0.14759218559218562,False,745.9349206349207,False,2,2024-01,349.0,222124.28,650.0,349.0,349.0,0.8401709401707965,0.9999999999997965,False
2024-01-10,120673,2024,1,Wednesday,17,2. TEFLON AGUA 1/2,FERRETERIA,650.0,14.0,0.0,647.89,9459.84,2,Psj. Alfonso,3,Vendedor2,1,Cliente Estandar,0.0,0.0,0.0,9459.84,-0.03954285714285716,False,675.7028571428572,False,2,2024-01,363.0,231584.12,650.0,363.0,363.0,0.0,0.0,False
2024-01-10,119446,2024,1,Wednesday,17,2. TEFLON AGUA 1/2,FERRETERIA,650.0,26.0,0.0,660.65,14694.76,1,Casa Matriz,2,Vendedor1,1,Cliente Estandar,9.0,4915.0,4915.0,14694.76,0.13048757396449703,True,565.1830769230769,False,2,2024-01,401.0,253335.23,650.0,401.0,401.0,0.8401709401707965,0.9999999999997965,False
2024-01-10,119411,2024,1,Wednesday,17,2. TEFLON AGUA 1/2,FERRETERIA,650.0,23.0,0.0,648.82,15850.42,2,Psj. Alfonso,3,Vendedor1,1,Cliente Estandar,0.0,0.0,0.0,15850.42,-0.06022876254180602,False,689.148695652174,False,2,2024-01,424.0,269185.65,650.0,424.0,424.0,0.0,0.0,False
2024-01-10,108470,2024,1,Wednesday,17,2. TEFLON AGUA 1/2,FERRETERIA,650.0,33.0,0.0,668.54,19177.91,1,Casa Matriz,2,Vendedor1,1,Cliente Estandar,9.0,4915.0,4915.0,19177.91,0.10592494172494173,True,581.1487878787879,False,2,2024-01,536.0,337509.84,650.0,536.0,536.0,0.8401709401707965,0.9999999999997965,False
2024-01-10,109606,2024,1,Wednesday,17,2. TEFLON AGUA 1/2,FERRETERIA,650.0,14.0,0.0,658.17,9593.06,1,Casa Matriz,2,Vendedor2,1,Cliente Estandar,9.0,4915.0,4915.0,9593.06,-0.05418241758241753,False,685.2185714285714,False,2,2024-01,582.0,367811.92,650.0,582.0,582.0,0.8401709401707965,0.9999999999997965,False
2024-01-10,138679,2024,1,Wednesday,17,2. TEFLON AGUA 1/2,FERRETERIA,650.0,27.0,0.0,668.2,18025.81,2,Psj. Alfonso,3,Vendedor1,1,Cliente Estandar,0.0,0.0,0.0,18025.81,-0.027111680911680987,False,667.6225925925927,False,2,2024-01,617.0,390579.29000000004,650.0,617.0,617.0,0.0,0.0,False
2024-01-10,140055,2024,1,Wednesday,17,2. TEFLON AGUA 1/2,FERRETERIA,650.0,15.0,0.0,648.48,9792.17,2,Psj. Alfonso,3,Vendedor1,1,Cliente Estandar,0.0,0.0,0.0,9792.17,-0.004325128205128212,False,652.8113333333333,False,2,2024-01,645.0,408295.78,650.0,645.0,645.0,0.0,0.0,False
2024-01-10,139206,2024,1,Wednesday,17,2. TEFLON AGUA 1/2,FERRETERIA,650.0,28.0,0.0,669.27,21135.63,2,Psj. Alfonso,3,Vendedor1,1,Cliente Estandar,0.0,0.0,0.0,21135.63,-0.1612983516483517,False,754.8439285714286,False,2,2024-01,679.0,433492.48,650.0,679.0,679.0,0.0,0.0,False
2024-01-10,136161,2024,1,Wednesday,17,2. TEFLON AGUA 1/2,FERRETERIA,650.0,23.0,0.0,631.02,17596.5,2,Psj. Alfonso,3,Vendedor2,1,Cliente Estandar,0.0,0.0,0.0,17596.5,-0.17702341137123745,False,765.0652173913044,False,2,2024-01,707.0,455110.09,650.0,707.0,707.0,0.0,0.0,False
2024-01-10,135819,2024,1,Wednesday,17,2. TEFLON AGUA 1/2,FERRETERIA,650.0,37.0,0.0,632.98,23032.32,2,Psj. Alfonso,3,Vendedor1,1,Cliente Estandar,0.0,0.0,0.0,23032.32,0.042315176715176726,True,622.4951351351351,False,2,2024-01,750.0,482251.01,650.0,750.0,750.0,0.0,0.0,False
2024-01-10,135900,2024,1,Wednesday,17,2. TEFLON AGUA 1/2,FERRETERIA,650.0,17.0,0.0,644.82,12188.19,2,Psj. Alfonso,3,Vendedor1,1,Cliente Estandar,0.0,0.0,0.0,12188.19,-0.10300361990950231,False,716.9523529411765,False,2,2024-01,775.0,499258.29000000004,650.0,775.0,775.0,0.0,0.0,False
2024-01-10,136605,2024,1,Wednesday,17,2. TEFLON AGUA 1/2,FERRETERIA,650.0,18.0,0.0,642.26,10639.15,2,Psj. Alfonso,3,Vendedor1,1,Cliente Estandar,0.0,0.0,0.0,10639.15,0.0906709401709402,True,591.0638888888889,False,2,2024-01,812.0,522096.22000000003,650.0,812.0,812.0,0.0,0.0,False
2024-01-10,143989,2024,1,Wednesday,17,2. TEFLON AGUA 1/2,FERRETERIA,650.0,49.0,0.0,636.85,31647.89,1,Casa Matriz,2,Vendedor1,1,Cliente Estandar,9.0,4915.0,4915.0,31647.89,0.00634568288854005,True,645.8753061224489,False,2,2024-01,864.0,555716.31,650.0,864.0,864.0,0.8401709401707965,0.9999999999997965,False
